timestamp,value
1767984294,0.0095
1767984354,0.0095
1767984414,0.009500000000000001
1767984474,0.0095
1767984534,0.0095
1767984594,0.009499999999999998
1767984654,0.0095
1767984714,0.0095
1767984774,0.0095
1767984834,0.009500000000000001
1767984894,0.009499999999999998
1767984954,0.009499999999999998
1767985014,0.009499999999999998
1767985074,0.0095
1767985134,0.0095
1767985194,0.0095
1767985254,0.0095
1767985314,0.0095
